,AIC_AR,AIC_RW,AIC_PAR,alpha,beta,rho,sigma_M,sigma_R,R_sq
MAC-ASTE,1699.683836072952,1706.5848185018883,1708.3068199057739,18.604660438142954,0.7644780307240425,0.9648069062342151,0.4317915244077676,0.3634361190502994,0.5896290005731158
MAC-NYT,,,,,,,,,
MAC-UNM,,,,,,,,,
MAC-ABG,,,,,,,,,
MAC-SPWR,,,,,,,,,
MAC-SYNA,,,,,,,,,
MAC-GIC,,,,,,,,,
MAC-MDC,,,,,,,,,
MAC-AMKR,,,,,,,,,
MAC-SKYW,,,,,,,,,
MAC-NSIT,1051.5922134000523,1065.7596194622633,1056.1423394922047,6.567566227876701,0.3556205407132804,0.9672813498414544,0.4070789315330753,0.02745076291769262,0.9955470292143699
MAC-RUSHA,,,,,,,,,
MAC-BECN,,,,,,,,,
MAC-FHN,,,,,,,,,
MAC-PFS,,,,,,,,,
MAC-ENR,,,,,,,,,
MAC-RLI,,,,,,,,,
MAC-ACM,,,,,,,,,
MAC-DBD,,,,,,,,,
MAC-SNV,,,,,,,,,
MAC-UFCS,,,,,,,,,
MAC-SBGI,,,,,,,,,
MAC-WW,,,,,,,,,
MAC-SLM,,,,,,,,,
MAC-GBX,,,,,,,,,
MAC-KNX,,,,,,,,,
MAC-CLB,,,,,,,,,
MAC-EQT,,,,,,,,,
MAC-ALE,,,,,,,,,
MAC-APOG,,,,,,,,,
MAC-WABC,,,,,,,,,
MAC-QRTEA,,,,,,,,,
MAC-SSB,,,,,,,,,
MAC-UHAL,,,,,,,,,
MAC-HRI,,,,,,,,,
MAC-KALU,1996.4322040181396,2005.530605304698,1996.7059679210151,19.286662928632282,0.8076092732003973,0.8387762721303413,0.5072009624112518,0.4088382079524111,0.6260299511971423
MAC-AZZ,,,,,,,,,
MAC-CBSH,,,,,,,,,
MAC-FSLR,,,,,,,,,
MAC-SPR,1241.08964910084,1242.8959951400348,1237.3803247172143,9.962118512448795,0.42925704186073843,0.9887711114728107,0.4185835500142555,-0.15540848957168402,0.8794539275291293
MAC-KMPR,,,,,,,,,
MAC-THO,1737.1994327825169,1737.486869733887,1739.472873083686,8.666114922252461,0.5672448590957213,0.9942420916213562,0.5680350422644053,-0.07680232712441777,0.9820980138083863
MAC-ACHC,,,,,,,,,
MAC-M,,,,,,,,,
MAC-USM,,,,,,,,,
MAC-LTC,,,,,,,,,
MAC-SAFT,,,,,,,,,
MAC-CMC,18.661167908517655,22.424781345422844,22.541888441945957,8.787412692365738,0.2730440322214229,0.9242351598279861,0.17631971746761343,0.16862049498433318,0.5319352829043652
MAC-MLI,,,,,,,,,
MAC-XRX,,,,,,,,,
MAC-INT,1846.101074712122,1851.8635680390578,1847.0281637343346,12.700902219639001,0.6507330610113524,0.9844591399808992,0.5998334377850252,-0.07665181233557396,0.9840553422913078
MAC-NHI,,,,,,,,,
MAC-RCII,,,,,,,,,
MAC-DEI,-1005.6649198966444,-1001.4421203989068,-1009.5621244194107,3.0969149292198654,0.36780532172166724,0.9516350894597707,0.1395455197377393,0.04290853135543889,0.9155310305106753
MAC-SCL,,,,,,,,,
MAC-WWW,153.19694675124424,153.57766464436224,153.3752790833629,6.727059639630323,0.29764905151152865,0.9360988580807142,0.20161518355413996,0.16476794177671214,0.6073335652703161
MAC-BC,,,,,,,,,
MAC-MTG,,,,,,,,,
MAC-SWN,,,,,,,,,
MAC-JWN,,,,,,,,,
MAC-SRCL,,,,,,,,,
MAC-BCO,,,,,,,,,
MAC-CMP,,,,,,,,,
MAC-TOL,,,,,,,,,
MAC-HNI,,,,,,,,,
MAC-MIC,,,,,,,,,
MAC-CORE,,,,,,,,,
MAC-PRGO,3077.463358666153,3077.761885346051,3081.7618923401405,15.418907525927368,1.0764705026788517,1.0,0.8533888256588001,0.7219236948823905,0.5828761768457862
MAC-WEN,-2476.760257250809,-2470.9883751166367,-2477.7752144696506,2.6682633097051522,0.06103634603932651,0.7732196582429577,0.04833329056823168,0.05108134147549866,0.5024381862257246
MAC-TGNA,,,,,,,,,
MAC-CACI,2385.113388648765,2389.6558703501632,2390.141013720446,36.41548584124965,0.7619578374257641,0.9895475101826597,0.7808360359601706,0.13436899123107834,0.9713849757496252
MAC-EBIX,1658.773262893475,1658.6607355697524,1657.4082777616186,6.439244641284446,0.3900935565259704,0.9946302407322655,0.4971881603192115,-0.23580358865994697,0.8167717698850618
MAC-RGR,,,,,,,,,
MAC-LAZ,,,,,,,,,
MAC-SFNC,,,,,,,,,
MAC-HLX,,,,,,,,,
MAC-AUB,,,,,,,,,
MAC-FUL,,,,,,,,,
MAC-TILE,,,,,,,,,
MAC-WNC,,,,,,,,,
CACI-GCO,,,,,,,,,
CACI-CRS,2357.068326500089,2360.2847953392484,2358.3268646115284,-3.441630023610884,0.452522762318303,0.9295796724159828,0.6245715675656257,0.46702200020668105,0.6495869506792648
CACI-SCHN,2447.4765624228703,2446.5895823000797,2445.4530978374523,19.22655086587502,0.4168992487280035,0.8981949557941011,0.5832406140932748,0.5684259091530273,0.5259021541139502
CACI-AMG,3810.4628121823757,3810.7619960005977,3806.593856981654,5.254574218937044,1.1758529574651915,0.8342152821233124,1.1268304326124816,1.1401763884922498,0.515740298370056
CACI-LANC,,,,,,,,,
CACI-ON,,,,,,,,,
CACI-SLG,,,,,,,,,
CACI-SWM,,,,,,,,,
CACI-TCBI,,,,,,,,,
CACI-PNW,,,,,,,,,
CACI-NWBI,-2099.910200615088,-2100.8365710003927,-2108.8809541798055,2.4480897434802675,0.04822128651696519,0.8890416747318918,0.07089244796596945,0.045966039699870474,0.7157749890518563
CACI-NJR,,,,,,,,,
CACI-GFF,-269.6488241602416,-267.0034489934187,-266.7790657372153,1.6875320404030338,0.12559463181118788,0.9450829630433207,0.1625627895068816,0.1349280447641449,0.5988048846253197
CACI-KOP,2013.2461164719607,2017.4938545516848,2016.1648726920002,6.1069550416493925,0.39276693148924663,0.9798251993685293,0.6327891946798917,0.17965747683699781,0.9261027135018177
CACI-JNPR,,,,,,,,,
CACI-HA,,,,,,,,,
CACI-CVI,,,,,,,,,
CACI-ISBC,,,,,,,,,
CACI-NXGN,,,,,,,,,
CACI-ASTE,1789.4117961153377,1807.7301773665029,1796.086744436303,8.522220195763587,0.392446575723697,0.9655286745728544,0.5887733086683774,0.03079363735503186,0.9973189235203933
CACI-NYT,,,,,,,,,
CACI-UNM,,,,,,,,,
CACI-ABG,,,,,,,,,
CACI-SPWR,,,,,,,,,
CACI-SYNA,,,,,,,,,
CACI-GIC,,,,,,,,,
CACI-MDC,,,,,,,,,
CACI-AMKR,,,,,,,,,
CACI-SKYW,,,,,,,,,
CACI-NSIT,,,,,,,,,
CACI-RUSHA,,,,,,,,,
CACI-BECN,,,,,,,,,
CACI-FHN,,,,,,,,,
CACI-PFS,,,,,,,,,
CACI-ENR,2675.319339751134,2674.4829352693782,2677.3088160566035,27.84518181860784,0.37107821912377503,0.9778616329927917,0.6748863186521838,0.6163735184258426,0.54798019259821
CACI-RLI,,,,,,,,,
CACI-ACM,,,,,,,,,
CACI-DBD,,,,,,,,,
CACI-SNV,,,,,,,,,
CACI-UFCS,,,,,,,,,
CACI-SBGI,,,,,,,,,
CACI-WW,,,,,,,,,
CACI-SLM,-1917.5801881440298,-1918.067121545198,-1937.5701505296784,1.0895223889179788,0.046140290055881036,0.6730621681691564,0.06767313578360677,0.062335090252860964,0.5848756506375101
CACI-GBX,1389.7392742115292,1395.317546989912,1396.5560752270421,-5.529405073883798,0.2682356798233956,0.9842643043329741,0.4413865437853902,0.19686512315072804,0.8351676103503611
CACI-KNX,2117.516467060029,2138.1799559088395,2020.8849747610286,12.694238841486747,0.13760028285192905,0.5106674966408213,0.606353708423375,0.2589809712726123,0.878895626499261
CACI-CLB,,,,,,,,,
CACI-EQT,,,,,,,,,
CACI-ALE,,,,,,,,,
CACI-APOG,,,,,,,,,
CACI-WABC,,,,,,,,,
CACI-QRTEA,,,,,,,,,
CACI-SSB,,,,,,,,,
CACI-UHAL,,,,,,,,,
CACI-HRI,,,,,,,,,
CACI-KALU,2094.5745331320313,2095.677928790862,2089.563810624219,8.649386198674506,0.40701225792574114,0.785582554700826,0.471826940798532,0.49281104131686426,0.5065934572520076
CACI-AZZ,,,,,,,,,
CACI-CBSH,,,,,,,,,
CACI-FSLR,,,,,,,,,
CACI-SPR,,,,,,,,,
CACI-KMPR,,,,,,,,,
CACI-THO,,,,,,,,,
CACI-ACHC,,,,,,,,,
CACI-M,,,,,,,,,
CACI-USM,,,,,,,,,
CACI-LTC,,,,,,,,,
CACI-SAFT,,,,,,,,,
CACI-CMC,111.0650481994785,118.5348625823068,113.97116508411818,5.5332239916482955,0.13234784892951515,0.9587737736319188,0.23810094685496574,0.09218636878516404,0.8719815016213204
CACI-MLI,,,,,,,,,
CACI-XRX,,,,,,,,,
CACI-INT,1927.118239608297,1931.2188060928083,1921.988689536748,3.942520303786397,0.34634516052884334,0.8081855876058052,0.47090641620886575,0.41501903253720424,0.5874644330099283
CACI-NHI,,,,,,,,,
CACI-RCII,,,,,,,,,
CACI-DEI,,,,,,,,,
CACI-SCL,,,,,,,,,
CACI-WWW,272.9415709114935,272.9276881602078,272.065460048046,3.4835105876648633,0.1376153108647814,0.9422519596909169,0.22255963137614101,0.16359451768587657,0.6558619397362975
CACI-BC,,,,,,,,,
CACI-MTG,,,,,,,,,
CACI-SWN,2411.336055951374,2414.965670225612,2412.8700607950777,24.10126053764028,0.3293022624803287,0.971130693801573,0.7488565317068546,0.28518922086063686,0.8749364118112275
CACI-JWN,1698.0697233897877,1698.1076272017103,1697.923411343837,1.3233939496854852,0.29539110209116964,0.9098708464009855,0.3958895639223266,0.39815459776936196,0.5086744831137074
CACI-SRCL,,,,,,,,,
CACI-BCO,,,,,,,,,
CACI-CMP,,,,,,,,,
CACI-TOL,,,,,,,,,
CACI-HNI,,,,,,,,,
CACI-MIC,,,,,,,,,
CACI-CORE,,,,,,,,,
CACI-PRGO,,,,,,,,,
CACI-WEN,-2398.3195230946726,-2388.865660387766,-2395.1606586129574,2.088371882987487,0.02641570130889609,0.8141019601251112,0.052543711070327744,0.051071274877837254,0.5385242560044291
CACI-TGNA,,,,,,,,,
CACI-MAC,,,,,,,,,
CACI-EBIX,,,,,,,,,
CACI-RGR,,,,,,,,,
CACI-LAZ,,,,,,,,,
CACI-SFNC,,,,,,,,,
CACI-HLX,1108.5839568899164,1110.7717024846293,1109.3632168226477,-0.08323780072466036,0.2533015219584247,0.9723232953434159,0.38737820993595207,0.1595555651953231,0.8566761905566306
CACI-AUB,,,,,,,,,
CACI-FUL,,,,,,,,,
CACI-TILE,,,,,,,,,
CACI-WNC,,,,,,,,,
EBIX-GCO,,,,,,,,,
EBIX-CRS,2484.610331216875,2486.9273375723724,2486.871698744405,11.572752828037643,0.48239705298623153,0.9355343482638061,0.6284143002987517,0.5443162151954065,0.579349197134123
EBIX-SCHN,2537.8821359193876,2538.7483027777052,2539.8937661507084,32.786990735366935,0.4604117367594365,0.9445847185571451,0.6199385055084717,0.5867756698199458,0.534458825705385
EBIX-AMG,,,,,,,,,
EBIX-LANC,,,,,,,,,
EBIX-ON,,,,,,,,,
EBIX-SLG,,,,,,,,,
EBIX-SWM,,,,,,,,,
EBIX-TCBI,,,,,,,,,
EBIX-PNW,,,,,,,,,
EBIX-NWBI,-1957.216814454575,-1957.424212870029,-1965.0998407241755,4.117649435562641,0.04648837783475753,0.7747517845070132,0.06444656525818672,0.0639000544929043,0.534076853078987
EBIX-NJR,,,,,,,,,
EBIX-GFF,,,,,,,,,
EBIX-KOP,,,,,,,,,
EBIX-JNPR,,,,,,,,,
EBIX-HA,,,,,,,,,
EBIX-CVI,,,,,,,,,
EBIX-ISBC,,,,,,,,,
EBIX-NXGN,,,,,,,,,
EBIX-ASTE,1977.2730298673941,1982.9913737713177,1978.73041754317,21.730082908417014,0.3935464286277742,0.9841256958028347,0.6447733285005592,-0.03384570388934997,0.9972738697717125
EBIX-NYT,,,,,,,,,
EBIX-UNM,,,,,,,,,
EBIX-ABG,1601.3384303189403,1602.6890964908318,1598.4521132800205,7.294059633218616,0.2894548795358108,0.8347067183298923,0.3771103283959447,0.37859629497949443,0.5195892725807468
EBIX-SPWR,,,,,,,,,
EBIX-SYNA,,,,,,,,,
EBIX-GIC,,,,,,,,,
EBIX-MDC,,,,,,,,,
EBIX-AMKR,,,,,,,,,
EBIX-SKYW,,,,,,,,,
EBIX-NSIT,1161.8833463579178,1166.8970643675718,1163.2092403451916,7.680180439744824,0.23710309592285028,0.9681108590252422,0.4091081613054414,0.13345729803120268,0.9052070855997704
EBIX-RUSHA,,,,,,,,,
EBIX-BECN,,,,,,,,,
EBIX-FHN,,,,,,,,,
EBIX-PFS,,,,,,,,,
EBIX-ENR,,,,,,,,,
EBIX-RLI,,,,,,,,,
EBIX-ACM,,,,,,,,,
EBIX-DBD,1193.580771166097,1197.1608982692428,1197.4235248828206,17.693114217351052,0.24979145576658474,0.9831740861040931,0.4178930794382775,0.13022516890945027,0.9121657116164449
EBIX-SNV,1388.7538876490312,1391.6538854240305,1393.5913071347409,14.279023065364118,0.17099437000883105,0.9848709496206108,0.42856000450237325,0.22186997108131734,0.7898915475202254
EBIX-UFCS,,,,,,,,,
EBIX-SBGI,,,,,,,,,
EBIX-WW,3558.4285473613927,3559.0399693733784,3563.027437910021,19.999008125174587,0.3956667922528735,0.9955905527869237,1.0696665602630067,0.9537294905952125,0.5576552801538204
EBIX-SLM,,,,,,,,,
EBIX-GBX,,,,,,,,,
EBIX-KNX,2126.461757091157,2151.1995830849814,2042.4251103558288,17.484470613433803,0.15712306295081777,0.5094294919206697,0.605171852875065,0.27914376435937716,0.8616409456300291
EBIX-CLB,,,,,,,,,
EBIX-EQT,,,,,,,,,
EBIX-ALE,,,,,,,,,
EBIX-APOG,,,,,,,,,
EBIX-WABC,,,,,,,,,
EBIX-QRTEA,,,,,,,,,
EBIX-SSB,,,,,,,,,
EBIX-UHAL,,,,,,,,,
EBIX-HRI,,,,,,,,,
EBIX-KALU,2252.705020241925,2251.738266165505,2239.071279099591,22.767315723663103,0.40422672342849386,0.8570521883235642,0.6180469771204764,0.3976984009092982,0.7222997392843388
EBIX-AZZ,,,,,,,,,
EBIX-CBSH,,,,,,,,,
EBIX-FSLR,,,,,,,,,
EBIX-SPR,,,,,,,,,
EBIX-KMPR,,,,,,,,,
EBIX-THO,,,,,,,,,
EBIX-ACHC,,,,,,,,,
EBIX-M,,,,,,,,,
EBIX-USM,,,,,,,,,
EBIX-LTC,,,,,,,,,
EBIX-SAFT,,,,,,,,,
EBIX-CMC,232.5723095751548,241.40394408908082,236.48589229737775,10.084007449503808,0.12529232148474032,0.9619304816391996,0.25719951410700675,0.08654793538332449,0.9000270892622875
EBIX-MLI,,,,,,,,,
EBIX-XRX,,,,,,,,,
EBIX-INT,,,,,,,,,
EBIX-NHI,,,,,,,,,
EBIX-RCII,,,,,,,,,
EBIX-DEI,,,,,,,,,
EBIX-SCL,,,,,,,,,
EBIX-WWW,,,,,,,,,
EBIX-BC,,,,,,,,,
EBIX-MTG,,,,,,,,,
EBIX-SWN,2454.2331535970025,2458.2437168087586,2457.9849304990457,34.41398375425199,0.40390210801683296,0.9872791107085288,0.8067131233026856,0.1442734298211999,0.9691982107869165
EBIX-JWN,,,,,,,,,
EBIX-SRCL,,,,,,,,,
EBIX-BCO,,,,,,,,,
EBIX-CMP,,,,,,,,,
EBIX-TOL,1487.7050393819372,1487.2697538410364,1486.8081810661042,14.093223840178787,0.22622900649124947,0.9049557276048311,0.3570032876696384,0.35787340847153437,0.5109531878031938
EBIX-HNI,,,,,,,,,
EBIX-MIC,,,,,,,,,
EBIX-CORE,,,,,,,,,
EBIX-PRGO,,,,,,,,,
EBIX-WEN,-2346.1981269696334,-2342.868544288196,-2343.500925032111,2.941283800229213,0.028338034911381857,0.9007922439887468,0.05304590680875193,0.05327713352307299,0.5105427799875718
EBIX-TGNA,,,,,,,,,
EBIX-MAC,,,,,,,,,
EBIX-CACI,2513.4177434056433,2515.2457186751053,2517.184442899861,38.947722620355954,0.4666090763216579,0.9878254137061964,0.7901685314028114,0.29662016963662036,0.8771478045903178
EBIX-RGR,,,,,,,,,
EBIX-LAZ,,,,,,,,,
EBIX-SFNC,,,,,,,,,
EBIX-HLX,,,,,,,,,
EBIX-AUB,,,,,,,,,
EBIX-FUL,,,,,,,,,
EBIX-TILE,,,,,,,,,
EBIX-WNC,,,,,,,,,
RGR-GCO,,,,,,,,,
RGR-CRS,2514.3682249142676,2519.194634703546,2517.3317764240646,13.111149431437912,0.40974181853113234,0.9437686072881402,0.7030756449569823,0.4670535068340419,0.6998449918848989
RGR-SCHN,,,,,,,,,
RGR-AMG,,,,,,,,,
RGR-LANC,,,,,,,,,
RGR-ON,,,,,,,,,
RGR-SLG,,,,,,,,,
RGR-SWM,,,,,,,,,
RGR-TCBI,,,,,,,,,
RGR-PNW,,,,,,,,,
RGR-NWBI,,,,,,,,,
RGR-NJR,,,,,,,,,
RGR-GFF,-98.77718238601449,-97.84189129027129,-96.94839640461703,6.284022658121354,0.11074337275453128,0.9550657253497142,0.17743648496689282,0.1461692902086637,0.6011880677044824
RGR-KOP,,,,,,,,,
RGR-JNPR,,,,,,,,,
RGR-HA,,,,,,,,,
RGR-CVI,,,,,,,,,
RGR-ISBC,,,,,,,,,
RGR-NXGN,,,,,,,,,
RGR-ASTE,2015.205003906648,2022.0178672339703,2016.3196674622573,23.041887463336074,0.3325097770279598,0.9446869219837556,0.5974980397541977,0.2752482477702527,0.8289496370979325
RGR-NYT,,,,,,,,,
RGR-UNM,,,,,,,,,
RGR-ABG,1592.104863418525,1591.6650443096855,1588.308679229836,7.73450846166411,0.302483436881338,0.9005339458292252,0.4117496913313033,0.33636583353394084,0.6119330091217716
RGR-SPWR,,,,,,,,,
RGR-SYNA,,,,,,,,,
RGR-GIC,,,,,,,,,
RGR-MDC,,,,,,,,,
RGR-AMKR,,,,,,,,,
RGR-SKYW,,,,,,,,,
RGR-NSIT,1177.5041612111065,1191.2901294734484,1184.2751565165877,8.3848578891041,0.20896468272416446,0.9569101268749013,0.41585813795769927,0.12714125127736634,0.9162053552284302
RGR-RUSHA,145.33389484801592,148.9020560317374,150.55965439265856,6.620881290273648,0.13063969601768916,0.9901006707279764,0.24865711940493493,0.07600734649695098,0.914936123399918
RGR-BECN,,,,,,,,,
RGR-FHN,,,,,,,,,
RGR-PFS,,,,,,,,,
RGR-ENR,,,,,,,,,
RGR-RLI,,,,,,,,,
RGR-ACM,,,,,,,,,
RGR-DBD,1229.547234721255,1236.2384012321434,1235.907135016083,18.57622700908449,0.1993185625508701,0.9876970534895569,0.4402811099523695,0.0722807242223369,0.9739129351582727
RGR-SNV,1410.9495666400187,1414.0586040152532,1415.3071271567078,15.035401175786614,0.11792769547450443,0.9849615817889708,0.44933547781767214,0.1899331896844971,0.849379469660058
RGR-UFCS,,,,,,,,,
RGR-SBGI,,,,,,,,,
RGR-WW,,,,,,,,,
RGR-SLM,,,,,,,,,
RGR-GBX,,,,,,,,,
RGR-KNX,2143.825635476488,2154.9828732601472,2048.297429562511,17.971081204023452,0.1326032429610257,0.5174463032024468,0.6076036091910516,0.2785230405935847,0.8624941814588455
RGR-CLB,,,,,,,,,
RGR-EQT,1549.4008503808345,1548.5686147563222,1552.2214941508446,15.529385307983212,0.22827105304880324,0.9917073501295257,0.389607182204056,0.3477294140791966,0.5576385524375977
RGR-ALE,,,,,,,,,
RGR-APOG,,,,,,,,,
RGR-WABC,,,,,,,,,
RGR-QRTEA,,,,,,,,,
RGR-SSB,,,,,,,,,
RGR-UHAL,,,,,,,,,
RGR-HRI,,,,,,,,,
RGR-KALU,2261.443195491974,2266.8707965782814,2253.8629701462683,23.822246528872213,0.37133318742546306,0.8333011518069036,0.6045566052351821,0.42739439033780496,0.6858105135108652
RGR-AZZ,,,,,,,,,
RGR-CBSH,,,,,,,,,
RGR-FSLR,,,,,,,,,
RGR-SPR,,,,,,,,,
RGR-KMPR,,,,,,,,,
RGR-THO,,,,,,,,,
RGR-ACHC,,,,,,,,,
RGR-M,,,,,,,,,
RGR-USM,,,,,,,,,
RGR-LTC,,,,,,,,,
RGR-SAFT,,,,,,,,,
RGR-CMC,263.45962064826995,268.80221232715155,265.00502560724044,10.54271140732006,0.09617556615069231,0.9673673123791546,0.26126726945006074,0.0866097138539451,0.9024470554705206
RGR-MLI,485.7194153634979,489.2293158072006,480.4527490465566,7.074474582328749,0.17563233799682756,0.9274089473065806,0.2781457231340445,0.12849339489856992,0.8294176860715632
RGR-XRX,,,,,,,,,
RGR-INT,2085.7348275018194,2091.9622708431707,2087.948744581449,16.887809174515098,0.2710148779319199,0.8646815424892879,0.5011248794957266,0.4621792081958835,0.5577072359290919
RGR-NHI,,,,,,,,,
RGR-RCII,,,,,,,,,
RGR-DEI,,,,,,,,,
RGR-SCL,,,,,,,,,
RGR-WWW,,,,,,,,,
RGR-BC,,,,,,,,,
RGR-MTG,,,,,,,,,
RGR-SWN,2497.8756601163896,2499.2412837336287,2499.940633998015,36.14694446837182,0.284049097531552,0.9631869652833781,0.6804543397470713,0.4870448870274903,0.6653853755347273
RGR-JWN,1798.3174522581226,1797.7427800529842,1800.048626312041,11.586222423434464,0.3192328130009725,0.962424009207288,0.41959404199453054,0.4158318352828698,0.5092439999528718
RGR-SRCL,,,,,,,,,
RGR-BCO,,,,,,,,,
RGR-CMP,,,,,,,,,
RGR-TOL,,,,,,,,,
RGR-HNI,,,,,,,,,
RGR-MIC,,,,,,,,,
RGR-CORE,,,,,,,,,
RGR-PRGO,,,,,,,,,
RGR-WEN,,,,,,,,,
RGR-TGNA,,,,,,,,,
RGR-MAC,,,,,,,,,
RGR-CACI,2543.9590781150614,2548.631479762142,2549.11487822233,40.52068919559226,0.3858940071786595,0.990253108729013,0.8498860946616092,0.11419057372402791,0.9823524384412011
RGR-EBIX,,,,,,,,,
RGR-LAZ,,,,,,,,,
RGR-SFNC,,,,,,,,,
RGR-HLX,1252.6187627939948,1263.9172917115618,1258.5951983171321,8.95932276632325,0.25757352776836817,0.974229244768629,0.4467867529761178,0.06323546136763517,0.9806096978619266
RGR-AUB,,,,,,,,,
RGR-FUL,,,,,,,,,
RGR-TILE,,,,,,,,,
RGR-WNC,,,,,,,,,
LAZ-GCO,,,,,,,,,
LAZ-CRS,,,,,,,,,
LAZ-SCHN,2375.4498440782004,2376.1142738549925,2374.3360525343787,22.014064914003274,0.9541254316740845,0.9134233799102665,0.5978610695287632,0.5104184947459124,0.5891634170706382
LAZ-AMG,3640.090447869564,3641.9089479140052,3636.47681920245,12.729678219343334,2.7343665167589295,0.8348710586707234,1.068996606933856,1.0133291246557699,0.5481334133515288
LAZ-LANC,,,,,,,,,
LAZ-ON,-638.32311072913,-632.952480890337,-639.8414692463967,3.9155562276064098,0.19213999008693747,0.9843991002632663,0.17233319497911515,-0.03306225901317637,0.9647670774678229
LAZ-SLG,,,,,,,,,
LAZ-SWM,,,,,,,,,
LAZ-TCBI,,,,,,,,,
LAZ-PNW,,,,,,,,,
LAZ-NWBI,-2104.6925054842523,-2105.1305476767075,-2113.7245691811986,3.010152563152528,0.09649590114932875,0.8500206116490897,0.06705645882464908,0.05106589700986249,0.6508520228770786
LAZ-NJR,,,,,,,,,
LAZ-GFF,-268.66570155222905,-259.1673959497697,-262.2641748295615,3.2077928722438753,0.24575344967407645,0.9578616923036356,0.191402445446849,0.09054438928136863,0.8202983806573869
LAZ-KOP,1967.2016904412835,1968.0206999738284,1964.4019600857664,9.59368701012537,0.8418686514726014,0.9140188688587418,0.5163378700896218,0.3799634248377232,0.6586569176538307
LAZ-JNPR,,,,,,,,,
LAZ-HA,,,,,,,,,
LAZ-CVI,,,,,,,,,
LAZ-ISBC,,,,,,,,,
LAZ-NXGN,,,,,,,,,
LAZ-ASTE,1824.6698455558037,1827.845973166093,1823.5163877635869,13.482716503341726,0.7543623892568473,0.8766486725523478,0.45262195381018944,0.3903250108508612,0.5889955495816406
LAZ-NYT,,,,,,,,,
LAZ-UNM,,,,,,,,,
LAZ-ABG,1499.5220703422033,1500.4637562294856,1495.4595354616472,1.612369885130514,0.5299930807049501,0.857778902541914,0.3779490425796437,0.33895206882262685,0.5723796894467323
LAZ-SPWR,,,,,,,,,
LAZ-SYNA,,,,,,,,,
LAZ-GIC,,,,,,,,,
LAZ-MDC,797.5018103451683,798.1484749079361,797.0092086586219,9.166504558666297,0.3370319388498204,0.9153837669094866,0.26880267278506403,0.23743780391968825,0.5723321984297707
LAZ-AMKR,,,,,,,,,
LAZ-SKYW,,,,,,,,,
LAZ-NSIT,,,,,,,,,
LAZ-RUSHA,,,,,,,,,
LAZ-BECN,,,,,,,,,
LAZ-FHN,-1025.7811840368045,-1020.0859814560257,-1020.3568474993738,3.098717923576485,0.1612996503446009,0.9827117986330969,0.13934050936268755,0.04087306805234266,0.9214041777935963
LAZ-PFS,-1042.4932077787294,-1043.4394819656932,-1052.1076519468138,2.613192574532036,0.19148812413638552,0.8604810675922644,0.11476100799336224,0.08520874556959633,0.6610120446458885
LAZ-ENR,,,,,,,,,
LAZ-RLI,,,,,,,,,
LAZ-ACM,,,,,,,,,
LAZ-DBD,1079.3162678226524,1080.8385771547516,1083.175122722092,12.76595037257065,0.45741017534285805,0.9909325569604417,0.38121188017343544,0.16025843719394353,0.8503920425145941
LAZ-SNV,1307.405406155042,1313.7940781598352,1313.7267609889332,10.012506820501695,0.3711892069760835,0.9784491108149818,0.428599513639617,0.177204816683506,0.8553591142179262
LAZ-UFCS,,,,,,,,,
LAZ-SBGI,,,,,,,,,
LAZ-WW,,,,,,,,,
LAZ-SLM,,,,,,,,,
LAZ-GBX,,,,,,,,,
LAZ-KNX,2105.609514252055,2140.4984187922582,2017.089511853978,14.61827980212312,0.2974188993125027,0.5169440044676276,0.6115891754432292,0.24301423915281997,0.8930547497461719
LAZ-CLB,,,,,,,,,
LAZ-EQT,,,,,,,,,
LAZ-ALE,,,,,,,,,
LAZ-APOG,,,,,,,,,
LAZ-WABC,1374.133976891643,1382.443506491777,1370.9837169063194,23.52377236229317,0.6517628199005404,0.7227695212295895,0.33615190906751186,0.33869085942818566,0.5334909754894486
LAZ-QRTEA,,,,,,,,,
LAZ-SSB,,,,,,,,,
LAZ-UHAL,,,,,,,,,
LAZ-HRI,,,,,,,,,
LAZ-KALU,2062.957753017153,2062.8192924725663,2055.5407116282513,12.800219918370155,0.8549875777073855,0.8507783475256524,0.5184607472758088,0.42566108006674414,0.6158529171236956
LAZ-AZZ,,,,,,,,,
LAZ-CBSH,,,,,,,,,
LAZ-FSLR,,,,,,,,,
LAZ-SPR,,,,,,,,,
LAZ-KMPR,,,,,,,,,
LAZ-THO,,,,,,,,,
LAZ-ACHC,,,,,,,,,
LAZ-M,,,,,,,,,
LAZ-USM,,,,,,,,,
LAZ-LTC,,,,,,,,,
LAZ-SAFT,,,,,,,,,
LAZ-CMC,,,,,,,,,
LAZ-MLI,,,,,,,,,
LAZ-XRX,,,,,,,,,
LAZ-INT,1922.0575419425404,1923.1394572930421,1919.7690011701934,7.792322161370773,0.6943630657698491,0.8943132490957258,0.47954701157998303,0.4039295075941115,0.5980853990553375
LAZ-NHI,,,,,,,,,
LAZ-RCII,,,,,,,,,
LAZ-DEI,,,,,,,,,
LAZ-SCL,,,,,,,,,
LAZ-WWW,,,,,,,,,
LAZ-BC,,,,,,,,,
LAZ-MTG,,,,,,,,,
LAZ-SWN,2361.887885676475,2369.6608923938074,2366.4259041811506,26.309483482132347,0.7491901967689588,0.9790298636934583,0.771070142168547,0.13627336260970782,0.9700196260575378
LAZ-JWN,,,,,,,,,
LAZ-SRCL,,,,,,,,,
