,m1,m2,n,BIC,num_fit,$\delta_0$,$\delta_1$,$\delta_2$,"$\phi_{1,0}$","$\phi_{1,1}$","$\phi_{1,2}$",$\sigma_1^2$,"$\phi_{2,0}$","$\phi_{2,1}$","$\phi_{2,2}$",$\sigma_2^2$
VRTS-NRG,1,1,1,-4458.075143528627,5,5.857694499423588,-2.751670992971992,0.0,-0.0002623791527349558,0.9847983303920593,0.0,0.0008986887382549086,0.13268745760937234,1.0506279978442956,0.0,0.000670410582642777
VRTS-ZGNX,2,1,2,-4195.151065586472,6,-2.605308150211564,-12.053889513678662,14.50685212529559,-0.013156623392717254,1.2716377777376806,-0.3008119282134345,0.003309506203952113,0.0021297193766817535,1.0018517246463148,0.0,0.0005156844118427509
VRTS-ISBC,,,,,,,,,,,,,,,,
VRTS-UNFI,1,1,2,-4357.121581206167,6,-3.6623694312635062,-6.581213645497594,11.855866580738905,-0.012095776953769843,0.9669687278976389,0.0,0.004092741146797283,0.0015684509976285578,1.000653863596165,0.0,0.0004910716149041568
VRTS-AEL,,,,,,,,,,,,,,,,
VRTS-SBRA,1,1,2,-4275.274195333787,7,-3.294266501711445,-10.015149473004978,14.116333182247107,-0.014583646284500693,0.9628466297466751,0.0,0.0038593129419853545,0.001780973633584467,1.001055851646171,0.0,0.0005303016801799662
VRTS-FLO,1,2,1,-3647.531907039457,2,1.4575588715084942,1.0249409413152635,0.0,-0.0005913581690197914,0.9822052834364848,0.0,0.0015667842683036945,0.006057708595527952,0.812143857612881,0.1964760236804608,0.00021874901782949237
VRTS-AZZ,1,1,1,-3515.138046063169,1,2.5002638851944115,-0.18171838881677996,0.0,-0.0009202856198506221,0.9735289289226365,0.0,0.0019709753790965122,0.01913906343506975,1.001834730803501,0.0,0.001421933268033345
VRTS-ABM,,,,,,,,,,,,,,,,
VRTS-WMK,1,2,2,-4299.7635265437475,7,-3.0886726050303546,-10.013613312010389,13.824411847419974,-0.014427348658852326,0.9593340331796719,0.0,0.00354454927878833,0.0019476489533338734,1.0319858019668544,-0.029225630178203232,0.00047470029486426055
VRTS-MOS,,,,,,,,,,,,,,,,
VRTS-WWD,2,2,1,-3513.220337937769,4,0.402338395480934,1.198393998787315,0.0,-0.00332410816101239,1.1521656444815633,-0.17056719648790164,0.0016642915514758505,0.006749918302778482,0.7757215180445414,0.23120032524486334,0.0002833359273985813
VRTS-PLXS,2,1,1,-3859.2003632842707,2,-1.7200966389980308,1.9071870570426972,0.0,-0.010694648075454437,1.20200566097337,-0.22948691236973673,0.002568953199323704,0.0032104966679123194,1.0013645661884416,0.0,0.0005184253470827821
VRTS-FLS,2,1,1,-4312.041787804413,5,-2.682729049152699,4.175838264328136,0.0,-0.008988760631575582,1.3163725376154218,-0.346493899565985,0.0033384337514337846,0.0018358936449233212,1.0005512705054518,0.0,0.0004214675465887288
VRTS-BXS,1,1,2,-3549.4411754974317,4,0.48531268897991936,1.2914294232848942,0.37511771892399803,-0.0027663322826684267,0.9804934104195673,0.0,0.001571394476011711,0.007650338421104045,1.0125103584927286,0.0,0.00027539249821415787
VRTS-GRPN,1,2,2,-4142.323704816137,6,-2.5781630159256483,-8.597681114091532,11.637045653933765,-0.006719288955008271,0.9494847423308898,0.0,0.004124306425449923,0.0015564268713625512,1.0427684132411557,-0.04276298825546121,0.0005152117505480812
VRTS-PWR,2,2,1,-3839.0144473199653,1,-0.8381643018522065,1.162143957035752,0.0,-0.0035480890611163107,1.062581276224435,-0.10043453501994293,0.0020950180938063526,0.0028197964494636185,1.0841655531380923,-0.07682013177375069,0.00029312969240379716
VRTS-AWI,1,1,2,-4358.402816479438,5,-3.3448672047130805,-12.042851303544424,15.944422074291335,-0.01361262910417399,0.9614546641445488,0.0,0.003966713817392794,0.0016002782825273437,1.0005555056720508,0.0,0.0004943683130573636
VRTS-WBS,,,,,,,,,,,,,,,,
VRTS-PCH,,,,,,,,,,,,,,,,
VRTS-NWE,,,,,,,,,,,,,,,,
VRTS-UGI,2,2,1,-3550.479629119164,1,0.5483457447144542,0.04343380209890302,0.0,-0.0026434579264011035,1.1957530923124082,-0.21814351029719603,0.0014687490766134475,0.0057383343759979805,0.7866905157513742,0.21344442682991627,0.0003110850752414589
VRTS-BC,,,,,,,,,,,,,,,,
VRTS-SAH,2,1,2,-4378.100338870872,6,-3.810310458576842,-4.954193359912877,10.712818637238957,-0.010404763022939953,1.3632400150972046,-0.3851026722742432,0.003627695387163552,0.0012896249907264415,1.000311127396691,0.0,0.0004763654674522047
VRTS-RPT,1,2,2,-3450.4589766783397,1,0.7339626665544067,-2.1868329716353343,2.1053518456307927,-0.0028135572167602915,0.9797611397185819,0.0,0.0017621938688549652,0.007229090967902217,0.9083732463112568,0.0922299205469912,0.0003122878083195682
GPI-BHE,1,2,1,-4512.056214185513,1,0.35015239901269835,1.5102998533115064,0.0,-0.0009099348369355402,0.986688155644383,0.0,0.0005294382597459074,0.0018421595400938337,1.0568404880609563,-0.05413677501464065,5.862608693880014e-05
GPI-AROC,2,2,1,-4780.435599181702,4,2.306371238474147,0.526089065346827,0.0,-5.184986312313511e-05,1.0025848395300372,-0.013205189844164522,0.0002876441563724616,0.0022868321633813804,0.7692623421580436,0.24379053715951926,0.0020015060073771012
GPI-HBI,,,,,,,,,,,,,,,,
GPI-NWL,,,,,,,,,,,,,,,,
GPI-NFG,1,1,2,-4659.941118931097,2,1.7978134043656753,5.754280782013966,-5.384803377487905,0.0003600019788330888,0.9894254423727226,0.0,0.0002492356293853103,-0.0008228676291814931,1.0027828801220766,0.0,0.0016809796428268763
GPI-PFS,1,2,2,-4847.00689541813,3,1.201993956773327,31.91357222624883,-24.920161683626542,4.9082131412579375e-05,0.9863514598477106,0.0,0.00018343195173858577,-0.0010462883246223076,1.3465204272572748,-0.330417507613209,0.0016487502371907875
GPI-AIN,2,1,1,-5053.253610745468,6,2.999347352690278,-3.0513817030340817,0.0,-0.0005133105820239975,0.9610988810186569,0.024575454500940452,0.00022096448121272975,0.0022294572115377914,1.0196072698461727,0.0,0.002679036168178654
GPI-HR,1,2,1,-4360.30093407378,5,0.5347521834832073,0.7191032745392966,0.0,-0.0001717654428819099,0.9842755074255977,0.0,0.0005714148824333177,0.0004863733151642718,1.118536065702287,-0.11291470007579818,8.388948900029327e-05
GPI-BRO,1,2,1,-4194.641453519556,1,0.6007899857332234,1.9310917929364657,0.0,0.0014915700160149992,0.9711700626495531,0.0,0.0007254359887680085,-0.004800640753519492,0.9183834191702651,0.09893087809390622,9.462046904273754e-05
GPI-CFR,,,,,,,,,,,,,,,,
GPI-HLF,1,2,1,-4832.033072592822,2,2.443875072333087,-0.058012140206635476,0.0,0.00028002713830811645,0.9901006387337576,0.0,0.000274604008933683,-0.000935748154230448,0.8231906702293514,0.18475143939544125,0.0022840812683348347
GPI-AN,,,,,,,,,,,,,,,,
GPI-MATX,2,1,1,-5232.842072427568,1,16.16451508764336,-58.69101348552119,0.0,4.880005405060589e-06,1.0198279355648872,-0.03291557769920672,0.0003809110903651011,-0.4861105118957312,2.9697265891903726,0.0,2.0236901483641324e-29
GPI-STFC,2,2,2,-4886.364761652682,1,5.356532601133301,-25.00631471961643,30.704868547100048,0.00016316231889646266,0.9462614961648992,0.02073751329990081,0.0006212988606727835,-0.12756339209807166,-0.47025910803881743,0.8959880118618457,5.087811307079532e-28
GPI-PII,2,1,1,-5163.129713675233,1,4.902602380013636,-3.1548004014879325,0.0,0.0008922523060448627,0.9926672814389335,0.0006788619070050572,0.0003310325054671148,-0.06283657343075766,1.0141269401330362,0.0,8.524674908485373e-05
GPI-SWBI,,,,,,,,,,,,,,,,
GPI-LPLA,2,1,1,-5106.768033831999,4,1.0646436216244188,86.64614633374966,0.0,5.991983512018684e-05,0.9848609721165289,0.007155086852577597,0.00039012856438414234,-0.0007818448428664269,1.3100859452678593,0.0,1.7413153166267e-06
GPI-UVV,1,1,2,-4640.8769221961575,2,2.01998489505849,7.596748338301371,-8.418310513878952,0.0002723167127185399,0.9893229713698605,0.0,0.00026452961278813133,0.00015842205666661072,1.0010251914482489,0.0,0.0017259363526282584
GPI-HMN,,,,,,,,,,,,,,,,
GPI-MOH,,,,,,,,,,,,,,,,
GPI-SHOO,,,,,,,,,,,,,,,,
GPI-HSC,2,2,2,-4430.448059110628,2,1.1814461143368984,-17.65040909865558,25.678936900785303,-0.0001547117406974323,1.0472626969259409,-0.06791825787245642,0.0003759218638933534,-0.0007570327184939565,0.6932640079874677,0.38968675087485494,0.0018969274403579472
GPI-CLR,2,1,1,-4802.12129684963,3,1.6832642364813315,7.71634164319354,0.0,-6.255820388991612e-05,0.9806614043156898,0.00661840540200842,0.0003220400956042799,0.0022279072943756917,1.0584899900495481,0.0,0.002577554065318131
GPI-HRI,1,2,1,-4722.351801635187,2,0.4767590764938484,38.702498118805345,0.0,-2.466530589926029e-05,0.9863686484972148,0.0,0.0006114470003069688,0.005236760398953766,0.8495362707186507,0.1604131348002964,1.381696484256407e-05
GPI-TG,2,1,1,-4504.353772955695,4,1.4014486253452292,33.45500634387274,0.0,0.0008692248588323625,0.9473205238005811,0.02730028742488244,0.0007326648933889434,-0.02805417972129947,1.5713308527316447,0.0,0.00025884877455241
GPI-HOG,,,,,,,,,,,,,,,,
GPI-EBIX,,,,,,,,,,,,,,,,
GPI-PAG,,,,,,,,,,,,,,,,
GPI-ACCO,,,,,,,,,,,,,,,,
GPI-CVBF,,,,,,,,,,,,,,,,
GPI-ESE,,,,,,,,,,,,,,,,
GPI-AVA,,,,,,,,,,,,,,,,
GPI-SYNA,,,,,,,,,,,,,,,,
GPI-PVH,2,2,2,-4511.414847372271,2,2.1386661367545963,-27.26147816742382,30.014951644351463,0.00034532677344654587,0.9955568332194247,-0.010335827659027075,0.00041395208389127813,-0.004020147564107346,0.8792237649045092,0.1567680192940344,0.002530327651926355
GPI-EPR,,,,,,,,,,,,,,,,
GPI-SITC,,,,,,,,,,,,,,,,
GPI-SWX,,,,,,,,,,,,,,,,
GPI-HNI,,,,,,,,,,,,,,,,
GPI-NNI,,,,,,,,,,,,,,,,
GPI-CSGS,,,,,,,,,,,,,,,,
GPI-KFY,,,,,,,,,,,,,,,,
GPI-NYT,,,,,,,,,,,,,,,,
GPI-WIRE,2,2,1,-5006.591884226851,3,-0.3576991830104385,446.9088435440398,0.0,0.0003114241670057888,0.9772950760698649,0.01369899597532509,0.00045798340564280523,-0.002848938050904585,0.9980258407530447,0.3055659702177781,1.0140081703896573e-06
GPI-GBCI,1,1,2,-4936.729370796787,5,1.6653307790210772,28.896258606888765,-24.635363078104668,-0.00016997288765543874,0.9868548131853897,0.0,0.00018978693508099286,-0.000784472269172963,1.0090093676725953,0.0,0.0017621907132055216
GPI-HI,,,,,,,,,,,,,,,,
GPI-AEO,2,1,2,-4629.221798680575,1,2.0277140886022904,10.178252275266212,-11.469124522260378,0.0002579998976872111,0.9877021023569057,0.0019532135079316504,0.0002541759974304835,-0.00026569308000372327,1.0003791759798342,0.0,0.0017086471390693326
GPI-THG,,,,,,,,,,,,,,,,
GPI-X,1,1,1,-4845.780994110795,2,2.3898585073497762,0.23621051293681872,0.0,0.0002590027239129265,0.9897545646874212,0.0,0.000272637896728582,-7.806512244656894e-05,1.0076986588912729,0.0,0.002279302374353233
GPI-LZB,1,1,1,-4982.33743107966,3,1.798426550332446,5.1996498104579745,0.0,-0.00022486441528874346,0.9882495525861417,0.0,0.00021600393633686168,0.0010398338799716342,1.0186570617376016,0.0,0.001967802401898179
GPI-WTM,,,,,,,,,,,,,,,,
GPI-MTZ,,,,,,,,,,,,,,,,
GPI-SANM,,,,,,,,,,,,,,,,
GPI-KSS,,,,,,,,,,,,,,,,
GPI-HOPE,1,1,1,-5061.058739609751,3,2.208255028290065,5.333065744243863,0.0,-0.00027590039010257225,0.9904493341209812,0.0,0.00024884595567364144,0.004389147181782658,1.0277267144360227,0.0,0.002912778715555704
GPI-BLMN,1,2,1,-4842.291257832098,1,2.4583102124493146,-0.46228302956411504,0.0,0.00022638140003066343,0.9904770201404893,0.0,0.0002644546716394637,-0.0004268257392610053,0.8119977986318787,0.19333806918351115,0.0022122609368100403
GPI-FCF,,,,,,,,,,,,,,,,
GPI-CRI,,,,,,,,,,,,,,,,
GPI-PBI,,,,,,,,,,,,,,,,
GPI-SJI,,,,,,,,,,,,,,,,
GPI-ATO,1,2,1,-4571.232755544153,3,0.6836441173370522,4.6536389797343976,0.0,-0.0015754097985139779,0.9814946709530011,0.0,0.0005190169144307048,0.002905272122849607,1.0741061980766773,-0.07170748591265408,3.604901192223333e-05
GPI-NRG,1,2,1,-4821.820560107939,6,2.009599923079781,5.292292114011114,0.0,5.550579214839307e-05,0.9871050421468277,0.0,0.00031675689137728005,-0.00045869954121967316,0.9156093957370288,0.14647846081354743,0.0025942408160269845
GPI-ZGNX,1,2,2,-4717.061632324479,3,3.041964092662983,-23.336654072398808,21.385165929625646,0.0002812948244673095,0.9864402884949491,0.0,0.000367193041980143,-0.0007137733677164554,0.5984572794192999,0.4389606294964352,0.0026238744957726903
GPI-ISBC,,,,,,,,,,,,,,,,
GPI-UNFI,1,2,1,-4919.319658435685,4,2.6840696959794443,-1.3209141441065375,0.0,0.0001723369777130437,0.9907314215724101,0.0,0.0002493637445257075,0.0005634483221170772,0.7691599424913349,0.23847841387207325,0.002312490965328629
GPI-AEL,,,,,,,,,,,,,,,,
GPI-SBRA,2,2,2,-4318.704100985004,1,-0.13751010515032122,-5.879393950480495,6.94002043986335,-0.0005805076993449709,0.8973518818605015,0.08689506147685222,0.0007032320951657961,0.0011663262733837484,1.122406177057428,-0.12206573243130947,0.00010934047681975201
GPI-FLO,1,2,1,-4833.022861008373,3,1.5644166694381472,6.217642488587782,0.0,-0.0006042596780490722,0.9867691975250933,0.0,0.0002616473650511274,0.004488841390608317,0.5352382223316532,0.5275621946027336,0.0018154912069989425
GPI-AZZ,1,2,1,-4888.660594309806,2,1.174326130427978,9.770569932529671,0.0,-0.0008467780024964803,0.9888357474977031,0.0,0.00022604450075000996,0.005667650189670692,0.7129192133985143,0.2881639934001221,0.0021436243053255827
GPI-ABM,,,,,,,,,,,,,,,,
GPI-WMK,2,2,1,-4931.657679676199,3,2.4139604199901594,0.27092580819940004,0.0,-6.152195217316858e-06,1.0141086161377757,-0.024693898258973945,0.00023874475289235744,0.0007311498306800945,0.8106946952482659,0.21411929702094312,0.002191667382150894
GPI-MOS,1,2,2,-4441.848561926305,4,1.3622399707551025,-25.516068982299092,35.55237836900704,0.0005312318532629645,0.9803570571315859,0.0,0.00045242118099141575,-0.007076229915567965,0.8243912348561935,0.2757847269595697,0.0021261020132180724
GPI-WWD,,,,,,,,,,,,,,,,
GPI-PLXS,,,,,,,,,,,,,,,,
GPI-FLS,2,1,1,-4786.432003886486,5,2.0377054840332933,6.827673728277422,0.0,0.00017942883279713218,0.9621861571437265,0.02371604224580892,0.00035789332866887025,-0.0012172283201014739,1.0973690769953008,0.0,0.002773191710218975
GPI-BXS,,,,,,,,,,,,,,,,
GPI-GRPN,1,1,2,-4441.549404974393,2,1.3797306944632701,2.6055254346707204,-0.021961371847509348,0.0003550700962746873,0.9845306487074978,0.0,0.00031376285079621975,-0.001166696414030402,1.0115205597740717,0.0,0.0017176854174129417
GPI-PWR,2,2,2,-4409.473202745481,1,1.1683425165280663,-4.7048550411759775,7.038409770655168,0.0005321854435812803,1.0490474992746002,-0.06073271068896702,0.0002762611418998303,-0.002225360655678868,0.7765112676188295,0.225323015897267,0.0015350124951412256
GPI-AWI,2,2,1,-4913.559924541484,2,2.799686178400166,-0.1177311380473649,0.0,0.00015824378965811903,0.9927653523034152,-0.002656206730527799,0.0002849891294789555,0.0002732037637123985,0.7847207284275441,0.23137987779072944,0.0027731476622873106
GPI-WBS,,,,,,,,,,,,,,,,
GPI-PCH,1,1,2,-4743.339662891402,4,2.7197730172669012,133.91603513863723,-78.5263108962093,-0.0002782731133702763,0.9849579914275991,0.0,0.0005546464406279977,0.01623336345487468,1.3882168771803187,0.0,0.004724236749246285
GPI-NWE,,,,,,,,,,,,,,,,
GPI-UGI,,,,,,,,,,,,,,,,
GPI-BC,,,,,,,,,,,,,,,,
GPI-SAH,1,1,2,-5058.1584503935355,3,2.1172689701633582,52.05263661528127,-49.57496530500215,-0.0002678282460451044,0.9911465465683622,0.0,0.0001891052266004306,0.004504569754093643,1.010180152739117,0.0,0.0011759133770530776
GPI-RPT,1,2,2,-4367.117584257955,2,0.15289692829026363,15.615888661306446,-12.633322300935292,-0.00042502800570292255,0.9784073245285352,0.0,0.0006121111256438333,0.00018079749173287828,1.0936030309007947,-0.08969736860920108,8.414102518502696e-05
BHE-AROC,,,,,,,,,,,,,,,,
BHE-HBI,2,2,2,-5039.448893514403,3,2.3639792141398863,18.762978133037183,-19.264250260866046,0.0003086698438809505,0.9446033608146962,0.03758474590648575,0.00019029241002829417,-0.0023647760205578877,0.9938260036342719,0.03165451324722923,0.0014909060786695856
BHE-NWL,2,2,1,-5006.948381455341,5,2.0435961659570876,0.4710976605306797,0.0,0.00029147151401123783,0.9479227015296274,0.03847462709382654,0.0001807013258980056,-0.00179286449247517,0.9225575216449613,0.08348664082113544,0.0012784032149032681
BHE-NFG,1,2,2,-4531.638961260141,2,0.24444831434285716,-17.189522458796517,14.991783112318146,-0.00019383095651023634,0.9586084781362942,0.0,0.0004750379194844748,0.0011891635670683576,0.8698193795188303,0.13825172504905225,9.093812075833346e-05
BHE-PFS,,,,,,,,,,,,,,,,
BHE-AIN,,,,,,,,,,,,,,,,
BHE-HR,,,,,,,,,,,,,,,,
BHE-BRO,1,1,2,-5262.460471477413,7,2.941905739922138,23.628640812858244,-25.05009853875909,-0.00040440628040486714,0.9865184420110255,0.0,0.00017479520732959855,0.006556747258931393,1.018968682849194,0.0,0.002302189477194116
BHE-CFR,2,1,1,-4658.225835376345,2,0.6588998379190031,5.412283248061483,0.0,0.0003787866934349599,1.0401891972439863,-0.07252408936443544,0.0004008030438753785,-0.0005645256992016617,1.0045040634886429,0.0,4.833944426725685e-05
BHE-HLF,,,,,,,,,,,,,,,,
BHE-AN,2,1,2,-5256.102317145545,6,2.913605453276189,15.823839899744494,-15.887040611074205,0.0002858465996957169,0.9526218682420691,0.029037287560989,0.00018683094544707935,-0.0033273695752442933,1.070294796796502,0.0,0.0021816111232112008
BHE-MATX,1,1,2,-5006.198097062336,3,2.03179488855669,25.857929993652444,-23.621333271247625,0.0004166053435414455,0.9841088541816867,0.0,0.00019630693592333375,-0.0017191290733057111,1.0213453276068751,0.0,0.0013415633670909595
BHE-STFC,,,,,,,,,,,,,,,,
BHE-PII,,,,,,,,,,,,,,,,
BHE-SWBI,1,2,1,-5054.525296427542,4,2.1670657302575043,3.148355406264142,0.0,-0.0001075793108045987,0.9861869275433128,0.0,0.00021010311373759614,0.0023910918310576096,0.9044002309476369,0.10519125434620236,0.0016069660303854399
BHE-LPLA,2,1,2,-4629.343187401319,1,0.40815442022237725,-5.789387480248015,12.792461533204978,0.0004974236453564908,0.9658823047321903,0.008153751355333583,0.0004023509665300603,-0.0013774582700016506,1.0007803131370325,0.0,5.5373593445821205e-05
BHE-UVV,,,,,,,,,,,,,,,,
BHE-HMN,,,,,,,,,,,,,,,,
BHE-MOH,1,2,1,-5141.554626818861,5,2.3808467258350086,4.231857448197875,0.0,3.3822731915076624e-05,0.985170197790755,0.0,0.00021592571246605865,0.0018759939570777706,0.9495863386069878,0.08404817583223334,0.0018100160715280185
BHE-SHOO,2,2,2,-5146.685439750793,4,2.473075096458972,45.055226943362456,-43.363555307255936,0.00016327800325533284,0.9760477847066156,0.009330827567524125,0.00018121435383256212,0.0011742393731359324,1.073414425873878,-0.06261412823463886,0.001715785739518914
BHE-HSC,1,2,1,-5234.027819420665,1,2.5290662785135503,14.336115796606096,0.0,0.00015794503165576622,0.9886046792132285,0.0,0.000245856008245595,0.02075039356258141,1.4760775544101685,-1.0468892571159936,0.0017533991225034981
BHE-CLR,,,,,,,,,,,,,,,,
BHE-HRI,,,,,,,,,,,,,,,,
BHE-TG,2,1,1,-4733.093952676817,3,1.545030641997093,3.1855243390396804,0.0,0.0005711547844238253,0.9145812598718308,0.06858321046622962,0.0002377172351407441,-0.0018303090218020858,1.0059595018695735,0.0,0.0012089271683577625
BHE-HOG,,,,,,,,,,,,,,,,
BHE-EBIX,1,1,1,-5075.397537878638,2,2.290959665759997,4.2589639634982905,0.0,0.00022155756902435795,0.9858543139542847,0.0,0.0002293281521120211,0.0008460670687756664,1.0007301740675438,0.0,0.0017888616525377858
BHE-PAG,,,,,,,,,,,,,,,,
BHE-ACCO,1,2,2,-4901.456551262739,1,1.8776144138221593,22.72308966344778,-20.56481681211421,0.0005026669297062277,0.9840835098945182,0.0,0.00020639683613588342,-0.001645984317602503,0.9740237606456432,0.03380080092407667,0.001270259264382957
BHE-CVBF,,,,,,,,,,,,,,,,
BHE-ESE,2,2,1,-4928.149492761642,3,2.4600874166592845,17.043076382326017,0.0,0.00011936689619942986,0.9177769940030416,0.06744049755086223,0.00037825907223809017,0.017341975855908326,1.6011446921846855,-1.2910598442435428,0.0016494562205641677
BHE-AVA,2,1,2,-5217.06043432298,4,2.7803238118007356,-17.990413027004905,22.204890254507234,-8.983979730001678e-05,0.9418018523611664,0.04320208602547382,0.0002161101861540113,0.001537787417698568,1.0613388549229135,0.0,0.002161374008966008
